Loan Date,Loan Time,Return Date,Return Time,Due Date,Barcode,User ID Encryption,Patron Id,Patron Group,Item Policy,Policy Name,Description,Library Name
2023-01-12,14:03:05,2023-01-13,09:43:35,2023-01-12,IPHONE52,4A0689BE31E77CB4E58A32D57CAE15B918464560,-1,UCLA Undergrad,CLICC Phone Cable,CLICC 6 Hour Loan Period,IPH-POW-08,Campus Library Instructional Computing Commons
2023-01-12,14:03:08,2023-01-13,09:43:15,2023-01-12,WALLADPT40,4A0689BE31E77CB4E58A32D57CAE15B918464560,-1,UCLA Undergrad,CLICC USB Wall Adapter,CLICC 6 Hour Loan Period,,Campus Library Instructional Computing Commons
2023-01-12,14:07:11,2023-01-13,17:10:09,2023-04-12,AD2153,05A88C9FC0BBB834111B2629034CC01A07C3F35A,-1,UCLA Undergrad,CLICC Electrical Eng.,90 Days Loan,CLICC EE AD2 Unit 153,SEL/EMS
2023-01-12,14:12:50,2023-03-16,11:10:27,2023-04-12,AD2119,7161D9180E24BB2EA86E016C622B11A7EEA17D56,-1,UCLA Undergrad,CLICC Electrical Eng.,90 Days Loan,CLICC EE AD2 Unit 119,SEL/EMS
2023-01-12,14:31:08,2023-01-12,15:01:30,2023-01-12,WALLADPT45,E5183FEEC867910CF73D7CF45B0B6ACC4CF0CFE2,-1,UCLA Undergrad,CLICC USB Wall Adapter,CLICC 6 Hour Loan Period,,Campus Library Instructional Computing Commons
2023-01-12,14:31:14,2023-01-12,15:01:34,2023-01-12,IPHONE25,E5183FEEC867910CF73D7CF45B0B6ACC4CF0CFE2,-1,UCLA Undergrad,CLICC Phone Cable,CLICC 6 Hour Loan Period,IPH-YRL-01,Campus Library Instructional Computing Commons
2023-01-12,14:38:28,2023-01-12,20:03:21,2023-01-12,MACUSBC20C20,7C563015CC25FE718220F705E518CE2CFAEE2743,-1,UCLA Graduate,CLICC Laptop Charger,CLICC 6 Hour Loan Period,USBC-POW-03,Campus Library Instructional Computing Commons
2023-01-12,14:51:47,2023-01-12,15:29:36,2023-01-12,MACUSBC05C05,DFBB61773122CFD596ED344DE01CA4D82C2FCF22,-1,UCLA Music Undergrad,CLICC Laptop Charger,CLICC 6 Hour Loan Period,USBC-YRL-01,Campus Library Instructional Computing Commons
2023-01-12,14:55:43,2023-01-18,10:56:01,2023-01-19,CBK130,4FF20E69D1BEF0C570DD2AB8E1DF681AB4BE252E,-1,UCLA Graduate,CLICC Chromebook,1 Week,CMUS-01,CLICC Locker
2023-01-12,14:58:32,2023-01-12,17:35:01,2023-01-12,UVGA11,B8A1FEA1938AB458E38CF77CC6D758F771180A9C,-1,UCLA Graduate,CLICC Input/Output Adapter,CLICC 6 Hour Loan Period,UVGA-BIO-01,Biomed Library
2023-01-12,15:07:32,2023-01-12,15:22:52,2023-01-12,HPUSBC06,291EB4049BA2146783FFD39565CE5C99E0072055,-1,UCLA Graduate,CLICC Laptop Charger,CLICC 6 Hour Loan Period,,SEL/EMS
2023-01-12,15:27:02,2023-01-26,12:21:34,2023-01-26,CLICC-MM-062,91C82E44B29AA032C6DA0924DED42810E155DB50,-1,UCLA Undergrad,CLICC Chromebook,1 Week,,Campus Library Instructional Computing Commons
2023-01-12,15:37:37,2023-01-12,15:52:24,2023-01-12,WALLADPT05,D684F597927B5CE3ADD7BA5750AABF88A8B0DF66,-1,UCLA Undergrad,CLICC USB Wall Adapter,CLICC 6 Hour Loan Period,ADP-BOE-03,SEL/EMS
2023-01-12,15:37:40,2023-01-12,15:52:29,2023-01-12,IPHONE22,D684F597927B5CE3ADD7BA5750AABF88A8B0DF66,-1,UCLA Undergrad,CLICC Phone Cable,CLICC 6 Hour Loan Period,IPH-BOE-06,SEL/EMS
2023-01-12,15:40:38,2023-01-12,15:59:41,2023-01-12,WALLADPT09,1EAB058767E7739E1EADC204FA4BCD0EA1EA2D69,-1,UCLA Undergrad,CLICC USB Wall Adapter,CLICC 6 Hour Loan Period,ADP-BOE-07,SEL/EMS
2023-01-12,15:40:43,2023-01-12,15:59:44,2023-01-12,IPHONE20,1EAB058767E7739E1EADC204FA4BCD0EA1EA2D69,-1,UCLA Undergrad,CLICC Phone Cable,CLICC 6 Hour Loan Period,IPH-BOE-04,SEL/EMS
2023-01-12,15:45:18,2023-02-02,17:05:37,2023-01-26,CLICC-ML-0107,C39FBC0D5D9D4F10C86FE09C2704371650E6C309,-1,UCLA Undergrad,CLICC Chromebook,1 Week,ITS MacBook 32,Campus Library Instructional Computing Commons
2023-01-12,15:56:47,2023-01-12,18:08:12,2023-01-12,HDMIC24,F557978AB7FF423A16C41602E79A9930C3667C7E,-1,UCLA Undergrad,CLICC Display Cable,CLICC 6 Hour Loan Period,HDMC-YRL-16,Campus Library Instructional Computing Commons
2023-01-12,15:56:53,2023-01-12,18:07:52,2023-01-12,UHDMI23,F557978AB7FF423A16C41602E79A9930C3667C7E,-1,UCLA Undergrad,CLICC Input/Output Adapter,CLICC 6 Hour Loan Period,,Campus Library Instructional Computing Commons
2023-01-12,15:59:18,2023-01-12,18:05:07,2023-01-12,IPHONE22,F7C3039D1DCBDA4D36B4A133347D0399280622C1,-1,UCLA Undergrad,CLICC Phone Cable,CLICC 6 Hour Loan Period,IPH-BOE-06,SEL/EMS
2023-01-12,15:59:21,2023-01-12,18:05:00,2023-01-12,WALLADPT05,F7C3039D1DCBDA4D36B4A133347D0399280622C1,-1,UCLA Undergrad,CLICC USB Wall Adapter,CLICC 6 Hour Loan Period,ADP-BOE-03,SEL/EMS
2023-01-12,16:04:34,2023-03-21,21:38:42,2023-04-12,AD2139,1DF0F399B5426CF89CEE563D559371735C764F4F,-1,UCLA Undergrad,CLICC Electrical Eng.,90 Days Loan,CLICC EE AD2 Unit 139,SEL/EMS
2023-01-12,16:04:43,2023-01-19,08:50:00,2023-01-19,CLICC-ML-0092,7674C2281FF0355F9E1BDE0C1B7185B8029CF962,-1,UCLA Undergrad,CLICC Chromebook,1 Week,ITS MacBook 110,Campus Library Instructional Computing Commons
2023-01-12,16:09:20,2023-01-27,14:16:30,2023-01-26,CLICC-MM-019,A0C5913D3B95597F70E639AA172591651FBF8AE7,-1,UCLA Graduate,CLICC Chromebook,1 Week,2022,Campus Library Instructional Computing Commons
2023-01-12,16:10:49,2023-01-19,16:27:57,2023-01-19,CLICC-MM-0036,2ADFF4E1B1C46F7C0785CA899AC82EE594BF848D,-1,UCLA Graduate,CLICC Chromebook,1 Week,ITS iPad 291,Campus Library Instructional Computing Commons
2023-01-12,16:15:55,2023-01-20,14:59:09,2023-01-19,CBK224,970FD83E1FD9C21439A46B71CCAE2025FF277F4F,-1,UCLA Undergrad,CLICC Chromebook,1 Week,CBK-BOE-15,SEL/EMS
2023-01-12,16:21:42,2023-01-12,16:22:56,2023-01-19,CLICC-ML-0131,E4397F01F0022D31D0BA8195D34A3A541F0176DC,-1,UCLA Undergrad,CLICC Chromebook,1 Week,ITS MacBook 113,Campus Library Instructional Computing Commons
2023-01-12,16:23:02,2023-01-24,16:24:22,2023-01-24,CLICC-ML-0016,E4397F01F0022D31D0BA8195D34A3A541F0176DC,-1,UCLA Undergrad,CLICC Chromebook,1 Week,ITS MacBook 6,Campus Library Instructional Computing Commons
2023-01-12,16:25:09,2023-01-12,16:54:22,2023-01-12,IPHONE48,A0D3957C9636FA850F090E3D736935428B5530B2,-1,UCLA Undergrad,CLICC Phone Cable,CLICC 6 Hour Loan Period,IPH-POW-04,Campus Library Instructional Computing Commons
2023-01-12,16:29:04,2023-01-12,20:06:52,2023-01-12,WALLADPT45,E7DCFBF958695A67AD3567A01823420848DC80CD,-1,UCLA Graduate,CLICC USB Wall Adapter,CLICC 6 Hour Loan Period,,Campus Library Instructional Computing Commons
2023-01-12,16:29:09,2023-01-12,20:06:47,2023-01-12,IPHONE54,E7DCFBF958695A67AD3567A01823420848DC80CD,-1,UCLA Graduate,CLICC Phone Cable,CLICC 6 Hour Loan Period,IPH-POW-10,Campus Library Instructional Computing Commons
2023-01-12,16:56:03,2023-01-26,16:48:06,2023-01-26,FAC599,7D9B2F8E4A7B76D65BC4D7562CB093E95E272BF6,-1,UCLA Undergrad,CLICC Chromebook,1 Week,ITS iPad 199,Campus Library Instructional Computing Commons
2023-01-12,17:44:58,2023-02-08,18:13:49,2023-01-26,CLICC-ML-0135,02788DD487F5E3A7CA522D91CF510FC42BC12B77,-1,UCLA Undergrad,CLICC Chromebook,1 Week,ITS MacBook 166,Campus Library Instructional Computing Commons
2023-01-12,18:03:05,2023-01-25,08:32:52,2023-01-19,HP097,A840C25DFEB39CD8E504A0814122E575DB1EAEBB,-1,UCLA Graduate,CLICC Chromebook,1 Week,WL-POW-06,Campus Library Instructional Computing Commons
2023-01-12,18:35:52,2023-01-12,18:42:28,2023-01-19,CLICC-ML-0113,003A1D0970342CE2F1B4EAD8C5F0BFAAA41A632B,-1,UCLA Undergrad,CLICC Chromebook,1 Week,ITS MacBook 103,Campus Library Instructional Computing Commons
2023-01-12,18:42:54,2023-01-13,11:13:54,2023-01-19,CBK392,003A1D0970342CE2F1B4EAD8C5F0BFAAA41A632B,-1,UCLA Undergrad,CLICC Chromebook,1 Week,CBK-CLICC-143,Campus Library Instructional Computing Commons
2023-01-12,19:34:23,2023-01-12,22:03:16,2023-01-12,UVGA20,3623DAE4857A4CD65028D31771103599E7CB249C,-1,UCLA Undergrad,CLICC Input/Output Adapter,CLICC 6 Hour Loan Period,,Campus Library Instructional Computing Commons
2023-01-13,08:57:08,2023-02-08,11:01:19,2023-01-20,HP040,0431935C5EDCCDA202B3521EB76EEF85E3010CD1,-1,UCLA Undergrad,CLICC Chromebook,1 Week,WL-SEL-05,Campus Library Instructional Computing Commons
2023-01-13,09:06:54,2023-04-03,12:33:08,2023-04-13,AD2357,35BC24A0F6B3BAF61BC85CD8548A73CF354169D6,-1,UCLA Undergrad,CLICC Electrical Eng.,90 Days Loan,,SEL/EMS
2023-01-13,09:14:11,2023-01-13,10:35:44,2023-01-13,HDMIC23,A8232042130B02433A9645568BC70ADA919F6935,-1,UCLA Undergrad,CLICC Display Cable,CLICC 6 Hour Loan Period,HDMC-YRL-15,Campus Library Instructional Computing Commons
2023-01-13,09:17:21,,,2023-06-01,AD2053,,5569325340006533,UCLA Undergrad,CLICC Electrical Eng.,90 Days Loan,CLICC EE AD2 Unit 53,SEL/EMS
2023-01-13,09:27:51,2023-01-13,12:27:12,2023-01-13,HPUSBC12,CB71457ED806AB58E7A6CC4529146C8056E11215,-1,UCLA Graduate,CLICC Laptop Charger,CLICC 6 Hour Loan Period,,SEL/EMS
2023-01-13,09:27:54,2023-01-17,18:05:26,2023-01-13,WALLADPT03,CB71457ED806AB58E7A6CC4529146C8056E11215,-1,UCLA Graduate,CLICC USB Wall Adapter,CLICC 6 Hour Loan Period,ADP-BOE-01,SEL/EMS
2023-01-13,09:27:58,2023-01-13,12:27:15,2023-01-13,IPHONE21,CB71457ED806AB58E7A6CC4529146C8056E11215,-1,UCLA Graduate,CLICC Phone Cable,CLICC 6 Hour Loan Period,IPH-BOE-05,SEL/EMS
2023-01-13,09:45:20,2023-03-24,14:21:12,2023-03-24,CLICC-MM-069,7806D5A3147C794C68998CD94E70632C111BD101,-1,UCLA Graduate,CLICC Chromebook,1 Week,,Campus Library Instructional Computing Commons
2023-01-13,09:46:06,2023-01-20,17:18:51,2023-01-20,CLICC-ML-0029,EDE52142FE68EFBC3DBE4F7FDFE8F3C0E9F0C757,-1,UCLA Undergrad,CLICC Chromebook,1 Week,ITS MacBook 138,Campus Library Instructional Computing Commons
2023-01-13,10:01:47,2023-01-13,10:38:13,2023-01-13,OMNI26,4C5CAA48016DC5444CC91B0A1BCC369816E70363,-1,UCLA Undergrad,CLICC Omnicharge,CLICC 6 Hour Loan Period,OMN-MUS-06,Music Library
2023-01-13,10:06:35,2023-01-13,13:50:02,2023-01-20,CLICC-ML-2034,0A061C59CF4D2CE0EBBA1C921E472C609670A67E,-1,UCLA Undergrad,CLICC Chromebook,1 Week,CLICC-ML-2034,Campus Library Instructional Computing Commons
2023-01-13,10:08:56,2023-01-13,11:31:59,2023-01-13,UHDMI16,E4F701BF445AD28B8E12675180C6B2A2750A4529,-1,UCLA Graduate,CLICC Input/Output Adapter,CLICC 6 Hour Loan Period,,Campus Library Instructional Computing Commons
2023-01-13,10:13:31,2023-01-13,13:52:31,2023-01-13,MACUSBC20C20,61826808E625196E92C4581A40F49ECEDC15AB53,-1,UCLA Graduate,CLICC Laptop Charger,CLICC 6 Hour Loan Period,USBC-POW-03,Campus Library Instructional Computing Commons
2023-01-13,10:21:19,2023-01-18,12:13:18,2023-01-13,MACUSBC27C27,08E7B44EC44A462D0276541D26F65A652F9FA4C8,-1,UCLA Undergrad,CLICC Laptop Charger,CLICC 6 Hour Loan Period,USBC-POW-10,Campus Library Instructional Computing Commons
2023-01-13,10:54:23,2023-01-20,10:34:53,2023-01-20,CBK367,879308134CC3ADC5E414915C8D3ACA82A386603F,-1,UCLA Undergrad,CLICC Chromebook,1 Week,CBK-CLICC-118,Campus Library Instructional Computing Commons
2023-01-13,10:56:23,2023-01-23,12:56:09,2023-01-20,CLICC-ML-0086,56AB1941CB18924C3715F24B247DB9C010C20E20,-1,UCLA Undergrad,CLICC Chromebook,1 Week,ITS MacBook 141,Campus Library Instructional Computing Commons
2023-01-13,10:57:09,2023-01-13,13:43:52,2023-01-13,WALLADPT09,783D6AB73C69CE1AD8050AEAB3E54FF729671787,-1,UCLA Undergrad,CLICC USB Wall Adapter,CLICC 6 Hour Loan Period,ADP-BOE-07,SEL/EMS
2023-01-13,10:57:14,2023-01-13,13:43:56,2023-01-13,IPHONE20,783D6AB73C69CE1AD8050AEAB3E54FF729671787,-1,UCLA Undergrad,CLICC Phone Cable,CLICC 6 Hour Loan Period,IPH-BOE-04,SEL/EMS
2023-01-13,11:03:17,2023-01-13,16:38:58,2023-01-13,HDST17,1ACDFE8808DEDEEC25E53120141250C7DCF50BEA,-1,UCLA Graduate,CLICC Headset,CLICC 6 Hour Loan Period,HDS-POW-06,Campus Library Instructional Computing Commons
2023-01-13,11:12:29,2023-01-27,15:52:12,2023-01-26,CLICC-ML-0127,0B09EE3628F9D57F49174EA567545C14B47C12AD,-1,UCLA Undergrad,CLICC Chromebook,1 Week,ITS MacBook 136,Campus Library Instructional Computing Commons
2023-01-13,11:15:36,2023-01-13,13:56:22,2023-01-20,HP095,1F6723D4B433FF5AC18EBAE5258C68CB0F68A744,-1,UCLA Undergrad,CLICC Chromebook,1 Week,WL-POW-04,Campus Library Instructional Computing Commons
2023-01-13,11:41:35,2023-04-07,10:21:01,2023-04-13,AD2056,,5568326890006533,UCLA Undergrad,CLICC Electrical Eng.,90 Days Loan,CLICC EE AD2 Unit 56,SEL/EMS
2023-01-13,11:46:57,2023-03-19,13:37:29,2023-04-13,AD2299,86ECA83C08043F2467DFA641CDED30F28AB91604,-1,UCLA Undergrad,CLICC Electrical Eng.,90 Days Loan,CLICC EE AD2 Unit 299,SEL/EMS
2023-01-13,12:04:17,2023-01-13,17:03:15,2023-01-13,MACCHRG59,208B61BCE8F8F1D193A5219186002FE1E31CED04,-1,UCLA Graduate,CLICC Laptop Charger,CLICC 6 Hour Loan Period,MAGT-POW-13,Campus Library Instructional Computing Commons
2023-01-13,12:12:01,2023-01-13,13:51:09,2023-01-13,HPUSBC05,0C553515C50978E9FB249D1266FB1FA504603939,-1,UCLA Undergrad,CLICC Laptop Charger,CLICC 6 Hour Loan Period,HPUS-BOE-05,SEL/EMS
2023-01-13,12:15:51,2023-01-13,14:23:04,2023-01-20,CLICC-ML-0067,A5E7BBFF73655336DD55C99528AE7D97F07C9FDB,-1,UCLA Undergrad,CLICC Chromebook,1 Week,ITS MacBook 121,Campus Library Instructional Computing Commons
2023-01-13,12:19:48,2023-01-13,15:13:27,2023-01-13,UHDMI13,C5857224DF086C443A99A2D246DD0DC1A058A8A4,-1,UCLA Undergrad,CLICC Input/Output Adapter,CLICC 6 Hour Loan Period,,Campus Library Instructional Computing Commons
2023-01-13,12:19:52,2023-01-13,15:13:30,2023-01-13,HDMIC23,C5857224DF086C443A99A2D246DD0DC1A058A8A4,-1,UCLA Undergrad,CLICC Display Cable,CLICC 6 Hour Loan Period,HDMC-YRL-15,Campus Library Instructional Computing Commons
2023-01-13,12:22:01,2023-01-19,11:50:29,2023-01-13,WALLADPT40,5FD5A5D84D85313F6B8FBF894A5A44288C8F0215,-1,UCLA Undergrad,CLICC USB Wall Adapter,CLICC 6 Hour Loan Period,,Campus Library Instructional Computing Commons
2023-01-13,12:22:05,2023-01-19,11:50:42,2023-01-13,IPHONE48,5FD5A5D84D85313F6B8FBF894A5A44288C8F0215,-1,UCLA Undergrad,CLICC Phone Cable,CLICC 6 Hour Loan Period,IPH-POW-04,Campus Library Instructional Computing Commons
2023-01-13,12:33:03,2023-01-13,13:56:42,2023-01-13,IPHONE46,973819A7B75B7E5DD2F098C9AEA84CE80B3F2616,-1,UCLA Undergrad,CLICC Phone Cable,CLICC 6 Hour Loan Period,IPH-POW-02,Campus Library Instructional Computing Commons
2023-01-13,12:33:08,2023-01-13,13:56:38,2023-01-13,WALLADPT44,973819A7B75B7E5DD2F098C9AEA84CE80B3F2616,-1,UCLA Undergrad,CLICC USB Wall Adapter,CLICC 6 Hour Loan Period,,Campus Library Instructional Computing Commons
2023-01-13,12:34:22,2023-03-24,12:13:30,2023-03-24,CLICC-MM-0032,0D792C5989DA7244E73DBD39BEEF671BA2BFD09D,-1,UCLA Graduate,CLICC Chromebook,1 Week,ITS iPad 237,Campus Library Instructional Computing Commons
2023-01-13,12:44:02,2023-03-20,10:51:35,2023-04-13,AD2163,D0269F4D1480D106EB3ED455D154E3450D193E05,-1,UCLA Undergrad,CLICC Electrical Eng.,90 Days Loan,CLICC EE AD2 Unit 163,SEL/EMS
2023-01-13,12:54:32,2023-01-17,14:02:48,2023-01-13,IPHONE54,B25472C5FF3C4338F80E22195E80EBCEB6F8AD24,-1,UCLA Undergrad,CLICC Phone Cable,CLICC 6 Hour Loan Period,IPH-POW-10,Campus Library Instructional Computing Commons
2023-01-13,12:54:34,2023-01-13,17:18:11,2023-01-13,WALLADPT49,B25472C5FF3C4338F80E22195E80EBCEB6F8AD24,-1,UCLA Undergrad,CLICC USB Wall Adapter,CLICC 6 Hour Loan Period,,Campus Library Instructional Computing Commons
2023-01-13,12:57:39,2023-01-13,13:42:25,2023-01-13,MACUSBC09C09,1433D92E5AA161879E79A51FA0AFE5AAEC148EF5,-1,UCLA Undergrad,CLICC Laptop Charger,CLICC 6 Hour Loan Period,USBC-YRL-05,Campus Library Instructional Computing Commons
2023-01-13,13:05:26,2023-01-27,10:36:20,2023-01-26,HP088,BA4A1BD80C4334B9DD53A50B07EEEFE98BB01E96,-1,UCLA Undergrad,CLICC Chromebook,1 Week,WL-RC2-18,Campus Library Instructional Computing Commons
2023-01-13,13:05:45,2023-01-27,18:46:21,2023-01-27,CLICC-MM-092,975281D206F9C4682720287F5C5F4BC0BE804C5A,-1,UCLA Graduate,CLICC Chromebook,1 Week,,Campus Library Instructional Computing Commons
2023-01-13,13:08:04,2023-01-19,13:30:46,2023-01-20,CLICC-ML-0026,41B72B51B7BF43F98AA74E9CDE83FFE6AEEDDEE4,-1,UCLA Undergrad,CLICC Chromebook,1 Week,ITS MacBook 12,Campus Library Instructional Computing Commons
2023-01-13,13:09:21,2023-04-05,13:13:48,2023-04-13,AD2358,73AB69E60261F931A345CBFD56625C03B73FA972,-1,UCLA Undergrad,CLICC Electrical Eng.,90 Days Loan,,SEL/EMS
2023-01-13,13:19:31,2023-04-06,17:51:18,2023-04-13,AD2258,0259C7FFF2DFCAAA8D10DD3BC088C76A618F1C70,-1,UCLA Undergrad,CLICC Electrical Eng.,90 Days Loan,CLICC EE AD2 Unit 258,SEL/EMS
2023-01-13,13:24:33,2023-01-13,18:07:27,2023-01-13,WALLADPT46,9B6CD21B0110C9206022B634A05B0D283BB56767,-1,UCLA Graduate,CLICC USB Wall Adapter,CLICC 6 Hour Loan Period,,Campus Library Instructional Computing Commons
2023-01-13,13:24:40,2023-01-13,18:07:29,2023-01-13,IPHONE34,9B6CD21B0110C9206022B634A05B0D283BB56767,-1,UCLA Graduate,CLICC Phone Cable,CLICC 6 Hour Loan Period,IPH-YRL-10,Campus Library Instructional Computing Commons
2023-01-13,13:36:36,2023-01-27,16:13:14,2023-01-27,HP028,DC0464ABE7781B49FBDBDC2C6D2AF1108323C14E,-1,UCLA Undergrad,CLICC Chromebook,1 Week,WL-BCR-18,Campus Library Instructional Computing Commons
2023-01-13,13:41:14,2023-01-31,12:41:42,2023-01-27,MP174,4984331D7BC77D5E2D199E267362AB3C2985BC84,-1,UCLA Undergrad,CLICC Chromebook,1 Week,ML-CMM-14,Campus Library Instructional Computing Commons
2023-01-13,13:47:19,2023-01-13,13:48:52,2023-01-20,CBK082,8F94CD503005646EB5490A29720450FD024B272D,-1,UCLA Undergrad,CLICC Chromebook,1 Week,CYRL-08,CLICC Locker
2023-01-13,13:50:07,2023-01-13,13:53:25,2023-01-20,MP103,8F94CD503005646EB5490A29720450FD024B272D,-1,UCLA Undergrad,CLICC Chromebook,1 Week,,Campus Library Instructional Computing Commons
2023-01-13,13:54:24,2023-01-13,13:56:07,2023-01-20,MP182,8F94CD503005646EB5490A29720450FD024B272D,-1,UCLA Undergrad,CLICC Chromebook,1 Week,ML-CMM-22,Campus Library Instructional Computing Commons
2023-01-13,13:55:37,2023-01-13,15:04:24,2023-01-13,ANKER04,20105C88AA4FB9EE53E3B425AA55FD295823DADE,-1,UCLA Undergrad,CLICC Omnicharge,CLICC 6 Hour Loan Period,,Campus Library Instructional Computing Commons
2023-01-13,13:56:53,2023-01-17,17:41:58,2023-01-20,CLICC-ML-0131,8F94CD503005646EB5490A29720450FD024B272D,-1,UCLA Undergrad,CLICC Chromebook,1 Week,ITS MacBook 113,Campus Library Instructional Computing Commons
2023-01-13,13:56:59,2023-01-13,17:53:59,2023-01-20,CBK203,6C3DB81493674E783EF4D8676C27DC0975157A97,-1,UCLA Graduate,CLICC Chromebook,1 Week,CBK-BIO-14,Biomed Library
2023-01-13,13:57:46,2023-01-30,15:18:47,2023-01-27,HP019,1F6723D4B433FF5AC18EBAE5258C68CB0F68A744,-1,UCLA Undergrad,CLICC Chromebook,1 Week,WL-BCR-09,Campus Library Instructional Computing Commons
2023-01-13,14:00:27,2023-01-13,14:00:57,2023-01-13,OMNI43,1F6723D4B433FF5AC18EBAE5258C68CB0F68A744,-1,UCLA Undergrad,CLICC Omnicharge,CLICC 6 Hour Loan Period,,Campus Library Instructional Computing Commons
2023-01-13,14:03:03,2023-03-17,13:32:12,2023-04-13,AD2270,D27840112128E20A34864A86A88019553EF20EAB,-1,UCLA Undergrad,CLICC Electrical Eng.,90 Days Loan,CLICC EE AD2 Unit 270,SEL/EMS
2023-01-13,14:03:11,2023-01-13,17:53:45,2023-01-13,IPHONE60,6C3DB81493674E783EF4D8676C27DC0975157A97,-1,UCLA Graduate,CLICC Phone Cable,CLICC 6 Hour Loan Period,IPH-BIO-04,Biomed Library
2023-01-13,14:07:31,2023-01-13,18:30:36,2023-01-13,UHDMI16,E4F701BF445AD28B8E12675180C6B2A2750A4529,-1,UCLA Graduate,CLICC Input/Output Adapter,CLICC 6 Hour Loan Period,,Campus Library Instructional Computing Commons
2023-01-13,14:08:39,2023-01-13,14:52:59,2023-01-13,MACUSBC20C20,BF8E7EC6A87E5019371BCA366BC1B77FE898D4DD,-1,UCLA Undergrad,CLICC Laptop Charger,CLICC 6 Hour Loan Period,USBC-POW-03,Campus Library Instructional Computing Commons
2023-01-13,14:08:44,2023-01-13,14:52:29,2023-01-13,IPHONE52,BF8E7EC6A87E5019371BCA366BC1B77FE898D4DD,-1,UCLA Undergrad,CLICC Phone Cable,CLICC 6 Hour Loan Period,IPH-POW-08,Campus Library Instructional Computing Commons
2023-01-13,14:08:47,2023-01-13,14:52:45,2023-01-13,WALLADPT41,BF8E7EC6A87E5019371BCA366BC1B77FE898D4DD,-1,UCLA Undergrad,CLICC USB Wall Adapter,CLICC 6 Hour Loan Period,,Campus Library Instructional Computing Commons
2023-01-13,14:18:55,2023-02-09,09:58:43,2023-01-27,MP068,FFB0A1F9858536051D9EC9A405AD3A9C075C645F,-1,UCLA Graduate,CLICC Chromebook,1 Week,ML-POW-07,Campus Library Instructional Computing Commons
2023-01-13,14:23:02,2023-01-13,15:45:57,2023-01-13,MACUSBC29C29,81F08F5EE33E1B7220385AADACCBD683CF68F33A,-1,UCLA Undergrad,CLICC Laptop Charger,CLICC 6 Hour Loan Period,,Campus Library Instructional Computing Commons
2023-01-13,14:23:12,2023-01-31,16:44:51,2023-01-26,MP179,A5E7BBFF73655336DD55C99528AE7D97F07C9FDB,-1,UCLA Undergrad,CLICC Chromebook,1 Week,ML-CMM-19,Campus Library Instructional Computing Commons
2023-01-13,14:25:13,2023-01-17,14:04:01,2023-01-13,IPHONE46,39378FC801E85A8AD80C6371F1F986B404063EEA,-1,UCLA Undergrad,CLICC Phone Cable,CLICC 6 Hour Loan Period,IPH-POW-02,Campus Library Instructional Computing Commons
2023-01-13,14:25:17,2023-01-13,16:57:52,2023-01-13,WALLADPT44,39378FC801E85A8AD80C6371F1F986B404063EEA,-1,UCLA Undergrad,CLICC USB Wall Adapter,CLICC 6 Hour Loan Period,,Campus Library Instructional Computing Commons
2023-01-13,14:36:02,2023-01-13,16:27:38,2023-01-13,CBK214,94DC3CE8155B03D391C18F67114254E044CAA447,-1,External 10 - UCLA Alumni,CLICC Chromebook,No Due Date - Non-circulatable,CBK-BOE-05,SEL/EMS
2023-01-13,14:37:47,2023-01-27,14:22:11,2023-01-27,CLICC-MM-029,1DF0F399B5426CF89CEE563D559371735C764F4F,-1,UCLA Undergrad,CLICC Chromebook,1 Week,,Campus Library Instructional Computing Commons
2023-01-13,14:40:55,2023-03-10,17:45:06,2023-04-13,AD2348,0DFC001DECEA692795C86FA72207BB1F76F557D7,-1,UCLA Undergrad,CLICC Electrical Eng.,90 Days Loan,,SEL/EMS
2023-01-13,14:47:13,2023-01-13,16:02:45,2023-01-13,MACUSBC25C25,86F596446CE0895F30F8325E049EDC089B6F9E98,-1,UCLA Undergrad,CLICC Laptop Charger,CLICC 6 Hour Loan Period,USBC-POW-08,Campus Library Instructional Computing Commons
2023-01-13,15:08:33,2023-01-18,11:01:09,2023-01-20,CBK222,F3DF2508E0D9ED25D15390C089FE23FD5AEA0B71,-1,UCLA Undergrad,CLICC Chromebook,1 Week,CBK-BOE-13,SEL/EMS
2023-01-13,15:10:23,2023-01-17,14:40:06,2023-01-20,CBK217,3D5FB90F841383E93B8A21BC956B344AE290E2A5,-1,UCLA Undergrad,CLICC Chromebook,1 Week,CBK-BOE-08,SEL/EMS
2023-01-13,15:16:09,2023-01-13,17:01:19,2023-04-13,AD2149,04A9AB477CB048DECFC8A8A3C68CC83983055C69,-1,UCLA Undergrad,CLICC Electrical Eng.,90 Days Loan,CLICC EE AD2 Unit 149,SEL/EMS
2023-01-13,15:17:54,2023-01-13,16:36:29,2023-01-20,CBK388,341B00DA3D326894EABF5690CED7E495A943D45B,-1,UCLA Graduate,CLICC Chromebook,1 Week,CBK-CLICC-139,Campus Library Instructional Computing Commons
2023-01-13,15:19:08,2023-03-16,14:00:24,2023-04-13,AD2137,F831BF3E573479D10A6607D5AB5E1B15CD553B3B,-1,UCLA Undergrad,CLICC Electrical Eng.,90 Days Loan,CLICC EE AD2 Unit 137,SEL/EMS
2023-01-13,15:20:51,2023-01-13,17:34:42,2023-01-20,CBK337,EF198B5623C3D9AB8FDC1FB6AD8A3FF0ED796B53,-1,UCLA Undergrad,CLICC Chromebook,1 Week,CBK-CLICC-88,CLICC Locker
